lang	dem	synt_pos	anim	role	anaphor_device	anaphor_form	anaphor_referent	anaphor_start	anaphor_end	anaphor_sentence_transcription	anaphor_sentence_translation	filename	length_words
kna	PROX	INDEP	ANIM	protagonist	PROX	minowa	boy	76.49020088644467	76.75361830103645	mi χɨnimiše mi šlʲapa qɨwɨjne minowa harnowus sa-sa χɨˤr wɨlc'ara	эти дети когда шляпу вернули, он каждому по одной груши дал	kna_pears_man_13.TextGrid	187
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti edemi	man	79.32612066309741	79.90124868495613	ǯibra ti edemi saʔ χukaala qirkɨne zametitь ruʔura karzina sa mabdišdɨ χɨˤrbɨr ad	потом этот человек сверху с дерева вернувшись, заметил одной корзины не осталось с грушами	kna_pears_man_13.TextGrid	187
kna	MED	ADNOM	ANIM	protagonist	MED_NP	ha edemijekla	man	85.74087022862763	86.64966030896926	xele ha edemijekla ti xibɨr χɨnɨχ uˤtmiš duruʔura, harnowa sa χɨˤrxa wiʔilera ti gadijera hɨwɨbɨr	потом от этого человека эти три мальчика проходят, каждый по одной груше ест, тем мальчиком данные	kna_pears_man_13.TextGrid	187
kna	DIST	ADNOM	ANIM	protagonist	DIST_NUM_NP	ti xibɨr χɨnɨχ	boys	86.87088594166707	87.59089354155125	xele ha edemijekla ti xibɨr χɨnɨχ uˤtmiš duruʔura, harnowa sa χɨˤrxa wiʔilera ti gadijera hɨwɨbɨr	потом от этого человека эти три мальчика проходят, каждый по одной груше ест, тем мальчиком данные	kna_pears_man_13.TextGrid	187
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti gadijera	boys	89.83699359888364	90.32870610612161	xele ha edemijekla ti xibɨr χɨnɨχ uˤtmiš duruʔura, harnowa sa χɨˤrxa wiʔilera ti gadijera hɨwɨbɨr	потом от этого человека эти три мальчика проходят, каждый по одной груше ест, тем мальчиком данные	kna_pears_man_13.TextGrid	187
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti edemi	man	91.58784641900384	91.99614341162109	ti edemi habišiχda gʲaaaɢɨra (mol, kak) habiše dagul hawɨd deka ʁowgud ima	тот человек тем вслед смотрит, думая, наверное, что они украли	kna_pears_man_13.TextGrid	187
kna	MED	INDEP	ANIM	protagonist	MED	habišiχda	boys	92.01408482160232	92.49262645811072	ti edemi habišiχda gʲaaaɢɨra (mol, kak) habiše dagul hawɨd deka ʁowgud ima	тот человек тем вслед смотрит, думая, наверное, что они украли	kna_pears_man_13.TextGrid	187
kna	MED	INDEP	ANIM	protagonist	MED	habiše	boys	93.82507083359774	94.17190376281025	ti edemi habišiχda gʲaaaɢɨra (mol, kak) habiše dagul hawɨd deka ʁowgud ima	тот человек тем вслед смотрит, думая, наверное, что они украли	kna_pears_man_13.TextGrid	187
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnχɨra	boy	97.57692795544823	98.12571423584777	haj šuw jišir ti χɨnχɨra dagul hawɨr ad korzina χ...	там это случилось, этот мальчик корзину украл	kna_pears_man_13.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	man	16.702338697657137	16.913072629330557	jüǯ laʔ leqeč'udka madan ala miʔ	как только он поднялся снизу сюда	kna_pears_mgm_2.TextGrid	121
kna	MED	ADNOM	ANIM	protagonist	MED_NP	ha χɨnχɨs	boy	37.30908324432198	37.73933168815522	ǯibraa xibɨr χɨnɨχ jirq'ɨr ha χɨnχɨs Jaʁmiš hɨɨr χɨˤrbɨr xa ara iqixir	потом трое мальчиков пришли этому мальчику собрали груши и поставили	kna_pears_mgm_2.TextGrid	121
kna	PROX	INDEP	ANIM	protagonist	PROX	mibišis	boys	50.68370594623402	51.12273497055365	šapk'a qɨwɨdя quʔ xele χɨnχɨra mibišis xib χɨˤr wɨlc'ara	после того как отдает шапку мальчик дает три груши	kna_pears_mgm_2.TextGrid	121
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	man	60.34696630083411	60.680628359317026	ula saʔ edemi eqeč'ur saʔ seqeč'ur gʲaʁɨd karzina mabdiš ǯudɨ	сверху вниз мужчина вниз спустившись видит что его корзины нет	kna_pears_mgm_2.TextGrid	121
kna	MED	INDEP	ANIM	protagonist	MED	hanuw	man	8.206836729154602	8.680988075419803	zas sa edemi ʁagur hanuw χɨˤrbɨr kʲaʁɨʔɨr	я одного человека увидела, он груши собирал	kna_pears_nrg_11.TextGrid	64
kna	MED	ADNOM	ANIM	protagonist	MED_NP	ha χɨnχɨr	boy	32.56161207685983	33.26844880601443	χɨˤrbɨr xele ha χɨnχɨr paj hɨʔɨr, hannur sa sa liwir	груши потом этот мальчик раздал, каждый по одной съел	kna_pears_nrg_11.TextGrid	64
kna	MED	ADNOM	INANIM	secondary character	MED_NP	ha t'aka	basket	47.97430251520986	48.474795602934236	ha t'aka Jaʁmiš qaara χɨˤrbɨr Jaʁmiš qɨɨr mi χɨnɨχ welisepedakʷan uˤtmiš q'ɨɨr	в эту корзину собрали , собрав этого мальчика сажают на велосипед и отправляют	kna_pears_nzl_1.TextGrid	234
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnɨχ	boy	50.481097313521246	50.830125387855354	ha t'aka Jaʁmiš qaara χɨˤrbɨr Jaʁmiš qɨɨr mi χɨnɨχ welisepedakʷan uˤtmiš q'ɨɨr	в эту корзину собрали , собрав этого мальчика сажают на велосипед и отправляют	kna_pears_nzl_1.TextGrid	234
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi xibdɨ χɨnχɨda	boys	53.68074464720705	55.8223852897419	quʔ ka qɨtχ1ɨjne mi χɨnχɨd mi xibdɨ χɨnχɨda mid weliseped luwkud χɨnχɨd šilʲapa ejirgara	чуть вперед пройдя эти мальчики эти трое мальчиков этого с велосипеда упавшего мальчика шляпу находят	kna_pears_nzl_1.TextGrid	234
kna	PROX	ADNOM	ANIM	protagonist	PROX_COMPLEX_NP	mid weliseped luwkud χɨnχɨd	boy	55.837598979067906	59.120294697177265	quʔ ka qɨtχ1ɨjne mi χɨnχɨd mi xibdɨ χɨnχɨda mid weliseped luwkud χɨnχɨd šilʲapa ejirgara	чуть вперед пройдя эти мальчики эти трое мальчиков этого с велосипеда упавшего мальчика шляпу находят	kna_pears_nzl_1.TextGrid	234
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnχɨra	boy	66.95677853829511	67.47483278699227	šlapa χana tineʔ quˤʁuˤra χɨnχɨd huq'li qɨwɨjne ti χɨnχɨra xib χɨˤr eʁip'ir xibdɨ χɨnχɨs mij wɨlc'ara	щляпу отдавая туда возвращается одев на голову тот мальчик дает троим по груще тут	kna_pears_nzl_1.TextGrid	234
kna	PROX	INDEP	ANIM	protagonist	PROX	mibɨr	boys	70.84865939682757	71.26793211505282	xele mibɨr suruda tiʔ uˤtmiš duruud waχtinde tiʔ	потом они в момент когда рядом проходят туда	kna_pears_nzl_1.TextGrid	234
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnimešdɨ	boys	82.34592640677083	82.87652381133826	miʔ tiʔ laʁara ti χɨnimešdɨ χɨle xa sɨnowdɨ χɨle šar wulqa waaraniwii	туда сюда смотрит на руки тех мальчиков у одного из них в руках шар был ,игрался	kna_pears_nzl_1.TextGrid	234
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi edemi	man	88.14690308739195	88.52227290318523	mi edemi misa laaɢara midя... t'ak suguranijii χɨˤrbɨr ad t'ak hilʲatχɨˤrijden xur	этот мужчина вот так смотрит корзина потерялась с грушами корзина куда делась думает	kna_pears_nzl_1.TextGrid	234
kna	PROX	INDEP	ANIM	protagonist	PROX	mibɨr	boys	93.70420090117095	94.0071309279515	xele mibɨr xuʔ duruura	потом они вперед идут	kna_pears_nzl_1.TextGrid	234
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mid edemiera	man	95.13659863945578	95.70971839151484	mid edemiera fartuk geqlit'ir ula saʔ eqeč'ur maˤʁɨˤjila	это мужчина фартук сняв сверху вниз спустившись с лестницы	kna_pears_nzl_1.TextGrid	234
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	man	99.05891242960698	99.4486105228273	ǯudɨ fartuka ad χɨˤrbɨr xa lešur t'aka aqaara	в своем фартуке котрые были груши тоже тавит в корзину	kna_pears_nzl_1.TextGrid	234
kna	PROX	INDEP	ANIM	protagonist	PROX	kʲaɢlaarana	man	15.487626686494682	15.610554813304178	χɨˤrbɨr kʲaɢlaarana	груши срывая	kna_pears_rhn_12.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	minuw	man	16.194463415649285	16.5325157643754	minuw sa t'aǯije kʲaqlɨɨr qwaˤb t'aǯi owc'a hawɨr	он в одну корзинку собрав, две корзинки заполнил	kna_pears_rhn_12.TextGrid	187
kna	MED	INDEP	ANIM	secondary character	MED	had	man2	30.084789255650687	30.37893870194484	bejda tiʔ haˤrχɨr had	мимо прошел он	kna_pears_rhn_12.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnχɨra	boy	34.10721930270245	34.607712390426826	mi χɨnχɨra sa t'aǯi lewšur	этот мальчик одну корзину взял	kna_pears_rhn_12.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	45.03425983906537	45.20987144879322	mid (?) gʲaɢara ti rɨšeχda uula	он посмотрел на эту девочку сверху	kna_pears_rhn_12.TextGrid	187
kna	DIST	ADNOM	ANIM	secondary character	DIST_NP	ti rɨšeχda	girl	46.166954721810015	46.87818174120782	mid (?) gʲaɢara ti rɨšeχda uula	он посмотрел на эту девочку сверху	kna_pears_rhn_12.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	55.08148118853367	55.292215120207096	dahras welisipedad tup xura jɨˤwχɨˤr mid lurkara	на камень велосипедное колесо наехало, он падает	kna_pears_rhn_12.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	minuwɨs	boy	60.53565304940834	60.94834033226879	xibdɨ χɨnχɨra minuwɨs kumag haʔara χɨˤrbɨr jaʁmiš qɨʔɨr	трое мальчиков ему помогли, груши собрали	kna_pears_rhn_12.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boys	65.77903183357276	66.09074244083969	quˤʁuˤra ǯudɨ raˤqna χɨnimer miʔna	пошли своей дорогой дети сюда	kna_pears_rhn_12.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi xibdɨ χɨnχɨs	boys	70.42592854400128	71.21179049753341	i rɨˤqa diʔina mi xibdɨ χɨnχɨs ʁargʷara hanowdɨ huqli ʁad q'ak	и на дороге идя эти три мальчика увидели на его голове шляпу	kna_pears_rhn_12.TextGrid	187
kna	MED	INDEP	ANIM	protagonist	MED	hanowdɨ	boy	71.63076529608207	72.01272054724015	i rɨˤqa diʔina mi xibdɨ χɨnχɨs ʁargʷara hanowdɨ huqli ʁad q'ak	и на дороге идя эти три мальчика увидели на его голове шляпу	kna_pears_rhn_12.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnχɨda	boy	75.27901954602535	76.19659020685337	q'ak lešur süt hawɨr qɨwɨlc'ara mi χɨnχɨda	шапку взяв свистнув отдают этому мальчику	kna_pears_rhn_12.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnχɨra	boy	76.74713762550826	77.24324042298944	mi χɨnχɨra mibišis wɨlc'ara haˤrnowus sasa χ1ɨr	этот мальчик им дает каждому по одной груше	kna_pears_rhn_12.TextGrid	187
kna	PROX	INDEP	ANIM	protagonist	PROX	mibišis	boys	77.32665593761017	77.69983060828184	mi χɨnχɨra mibišis wɨlc'ara haˤrnowus sasa χ1ɨr	этот мальчик им дает каждому по одной груше	kna_pears_rhn_12.TextGrid	187
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boys	81.04415526499346	81.32952413080122	i duruʔurad ǯudɨ raˤqna	и пошли своей дорогой	kna_pears_rhn_12.TextGrid	187
kna	DIST	ADNOM	ANIM	protagonist	DIST_COMPLEX_NP	ti χɨˤr kʲaqlawad edemijed	man	82.53601699370878	83.94530016177478	ti χɨˤr kʲaqlawad edemijed bejda xuʔ	прямо мимо этого человека собирающего груши	kna_pears_rhn_12.TextGrid	187
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti edemi	man	85.04552995983742	85.4318755012387	ti edemi uula saʔ eqeč'ur gʲaɢɨd	этот человек сверху вних спустившись посмотрев	kna_pears_rhn_12.TextGrid	187
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnimešdɨ	boys	91.042843867154	91.61358159876951	mi χɨnimešdɨ ǯibra gʲaːɢɨr argara šuw haʔasijden ǯac'ɨr	этим детям вслед доолго глядя остается не зная что делать	kna_pears_rhn_12.TextGrid	187
kna	MED	INDEP	ANIM	protagonist	MED	hanuw	man	16.55931420410697	16.765657845537195	Wnimanie hɨwɨr diš hanuw šuw haʔarajden.	Не обратил внимание на то, что тот делал	kna_pears_saa_8.TextGrid	158
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti edemijes	man	23.102885174872032	23.62532971381239	A u gʲaɢɨr, ti edemijes jüǯ ʁaǯagujne.	Посмотрев вокруг увидев что тот не заметил его	kna_pears_saa_8.TextGrid	158
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	boy	23.693967750490938	23.84543276388121	A u gʲaɢɨr, ti edemijes jüǯ ʁaǯagujne.	Посмотрев вокруг увидев что тот не заметил его	kna_pears_saa_8.TextGrid	158
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	Ti edemijed	man	25.63603835793915	26.12116542981234	Ti edemijed ala kʲaqlawɨd χɨˤrbɨr ad... kar χaqɨna, qoˤʁoˤra.	того человека снизу с грушами вещь забрав уходит	kna_pears_saa_8.TextGrid	158
kna	MED	INDEP	ANIM	protagonist	MED	hanowus	boy	47.068920420206126	47.44648538112101	Xibdɨ χɨnχɨra hanowus... kumag hɨɨr, Jahmiš q'ɨɨr χɨˤrbɨˤr tiʔ... tiʔna qaˤtχɨˤr.	три мальчика ему... помогли , собрали груши и туда ушли	kna_pears_saa_8.TextGrid	158
kna	MED	INDEP	ANIM	protagonist	MED	hanowdɨ	boy	62.780800219896534	63.23739040518895	Jawaš hišijne bejda qɨtxɨr hanowdɨ q'ak qɨwɨlc'ara.	когда остановился близко подошли и отдали ему свою шапку	kna_pears_saa_8.TextGrid	158
kna	DIST	INDEP	ANIM	protagonist	DIST	tinowa	boy	65.94396005286232	66.40933081864114	Q'ak qɨwɨrne, tinowa xib χɨˤr wɨlc'ara, xibnowɨs.	вернув шапку, тот дает троим каждому по одной груше	kna_pears_saa_8.TextGrid	158
kna	DIST	INDEP	ANIM	protagonist	DIST	Tin	boy	68.70470667185515	68.91544060352857	Tin tisana qaˤrχɨˤr mi xibɨr, χɨˤr kʲaq'lawanowdɨ bejda tiь dii.	тот ушел в другую сторону а эти трое проходят мимо того кто срывал груши	kna_pears_saa_8.TextGrid	158
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi xibɨr	boys	69.82296343309214	70.46175066347722	Tin tisana qaˤrχɨˤr mi xibɨr, χɨˤr kʲaq'lawanowdɨ bejda tiь dii.	тот ушел в другую сторону а эти трое проходят мимо того кто срывал груши	kna_pears_saa_8.TextGrid	158
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯu	man	75.93934099903089	76.18519725264989	edemi saʔ eqeč'ur gʲahama ǯu kʲaq'lawɨd sabajdɨ kar sugurani jii.	спустившись он видит что олна карзина которую он собрал потерялась	kna_pears_saa_8.TextGrid	158
kna	MED	INDEP	ANIM	protagonist	MED	Hanowus	man	86.75713247796959	87.22030809862682	Hanowus fikɨr wišir,	ему показалось	kna_pears_saa_8.TextGrid	158
kna	MED	ADNOM	ANIM	protagonist	MED_NP	ha xibnuwa	boys	88.40398968211714	88.95936139788148	ha xibnuwa dagul hɨɨr hanuwdɨ χɨˤrbɨr.	что эти трое украли его груши	kna_pears_saa_8.TextGrid	158
kna	MED	INDEP	ANIM	protagonist	MED	hanuwdɨ	man	89.68781022181753	90.0873266339484	ha xibnuwa dagul hɨɨr hanuwdɨ χɨˤrbɨr.	что эти трое украли его груши	kna_pears_saa_8.TextGrid	158
kna	MED	ADNOM	ANIM	protagonist	MED_NP	had edemi	man	102.85068955547625	103.5092330919557	Sa süpelmarad uu šlʲapa had edemi irdɨ kaldɨ hum ad lɨˤχdɨ niʔijid.	Один усатый со шлпяой на голове этот человек, красноватый оттенок есть, темно-боярышниковый	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minuwa	man	123.0392077270125	123.48262704157533	Saʔ seqeč'ur, kʲaqlɨʔɨd χɨˤrbɨr minuwa xura gid lejlima aʔara.	Спустившись вниз, собранные груши он в находящийся впереди фартук внутрь ложит	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minuw	man	138.79761758909166	139.52201547921905	minuw... xura laʔ ǯudɨ jaalɨʁ kaldɨ gini wiʔi.	он... впереди вверху у него (самого) типа платка привязан.	kna_pears_sai_9.TextGrid	538
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	man	140.22020253677528	140.45288791966468	minuw... xura laʔ ǯudɨ jaalɨʁ kaldɨ gini wiʔi.	он... впереди вверху у него (самого) типа платка привязан.	kna_pears_sai_9.TextGrid	538
kna	MED	ADNOM	INANIM	secondary character	MED_NP	Had jaalɨʁ	scarf	144.7207082171594	145.69535265114897	Had jaalɨʁ minowa lewšur.	Этот платок он взял.	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minowa	man	145.71709210111578	146.0419735791123	Had jaalɨʁ minowa lewšur.	Этот платок он взял.	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minowa	man	158.01131678145438	158.53376132039475	C'ihid un hišijne minowa χɨˤr uu liqiwxir,	Услышав козлинный голос он поставив грушу,	kna_pears_sai_9.TextGrid	538
kna	PROX	ADNOM	ANIM	secondary character	PROX_NP	Mi edemi	man2	179.67951603729819	180.28098580061607	Mi edemi hasa χana haˤrχɨˤr.	это человек держа ее прошел	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	man	185.32577783510206	185.4004127692364	Xele kande, ma mid saʔ seč'ur ara χɨˤrbɨr aq'ɨɨr šuw haʔas xujne tinʲa miь sa χɨnɨχ gehipxura.	Потом, опять он спустившись закинуть груши в карзину оттуда сюда с далека идет мальчик.	kna_pears_sai_9.TextGrid	538
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnɨχ	boy	197.0007834075352	197.33883575626132	mi χɨnɨχ tinʲa miʔ jirq'ɨr gʲaɢama t'akbɨr jii q'ʷad t'ak jii ara χɨˤrbɨr ad	этот мальчик подойдя смотрит, видит карзины  две карзины с грушами	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minow	boy	202.66491036621193	202.97662097347887	minow sada χɨl sigɨr laʔ lewšur sa q'ʷaˤb lewšus xur welisiped a luwka hawɨr bejda	он сперва решил взять одну две груши велосипед тоже положил на землю	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minowa	boy	213.4661152718746	214.13343938884043	minowa, t'ak tiʔ welisepedad bejda jiχir,	он, карзину ближе к велосипеду поднес	kna_pears_sai_9.TextGrid	538
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	boy	217.86551336777725	218.11575991163943	uu welisipeda jüǯ leč'ur,	сел сам на велосипед	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minowa	boy	223.51199389237559	223.90272972402005	Hiwirgara minowa welosipedakan χana qühüra.	едет он на велосипедеде загрузив уезжает	kna_pears_sai_9.TextGrid	538
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi edejmijed	man	228.38132758948424	228.9915779332885	Hɨˤsaba hɨɨjne dagul hɨɨd ruura man mi edejmijed.	если посчитать, получается что он украл у этого мужика	kna_pears_sai_9.TextGrid	538
kna	MED	INDEP	ANIM	secondary character	MED	had	girl	238.06709331930307	238.33490102413805	sahaldɨ ǯigij hiwirgara hɨxɨne tinʲa miь rɨšʲa uu sa mmm... ǯihil bɨt'rad rɨš had ǯudɨ taj kaldɨ rɨš had welisipeda uu rɨš hana tinʲa miʔ (wuruura).	чуть проехав оттуда сюда за девушкой  одна мололдая красивая девушка была ее ровестница, они на велосипеде шли оттуда сюда	kna_pears_sai_9.TextGrid	538
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	238.53246408508187	238.91002904599677	sahaldɨ ǯigij hiwirgara hɨxɨne tinʲa miь rɨšʲa uu sa mmm... ǯihil bɨt'rad rɨš had ǯudɨ taj kaldɨ rɨš had welisipeda uu rɨš hana tinʲa miʔ (wuruura).	чуть проехав оттуда сюда за девушкой  одна мололдая красивая девушка была ее ровестница, они на велосипеде шли оттуда сюда	kna_pears_sai_9.TextGrid	538
kna	MED	INDEP	ANIM	secondary character	MED	had	girl	239.69178434520964	241.1844830278964	sahaldɨ ǯigij hiwirgara hɨxɨne tinʲa miь rɨšʲa uu sa mmm... ǯihil bɨt'rad rɨš had ǯudɨ taj kaldɨ rɨš had welisipeda uu rɨš hana tinʲa miʔ (wuruura).	чуть проехав оттуда сюда за девушкой  одна мололдая красивая девушка была ее ровестница, они на велосипеде шли оттуда сюда	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	244.32406418733368	244.46894376535914	Sa sɨnowdɨ bejda lediq'ɨjne mid mi rɨšeχda gʲahɨrne,	подойдя друг к другу , посмотрев на эту девушку	kna_pears_sai_9.TextGrid	538
kna	PROX	ADNOM	ANIM	secondary character	PROX_NP	mi rɨšeχda	girl	244.5172369580343	245.04407178721786	Sa sɨnowdɨ bejda lediq'ɨjne mid mi rɨšeχda gʲahɨrne,	подойдя друг к другу , посмотрев на эту девушку	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minowdɨ	boy	249.1493640731223	249.5093678730644	haduqun bejda xuʔ welisipedbɨr haˤtχɨˤne minowdɨ huq'li had q'ak saʔ sipxura.	столько велосипедов проехали мимо и у него падает шапка с головы	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	INANIM	secondary character	PROX	mid	bike	254.54109867287525	254.75183260454867	I welosiped xa xura rɨˤɢaˤ gid dahras xura jɨˤwχɨˤr mid luw... lurkara.	и велосипед тоже столкнувшись об камень падает	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minowa	boy	265.2194845424684	265.73753879116555	Ha aˤrie minowa ǯudɨ eda hɨɨd q'ʷaq'ɨ χɨl saˤjχaˤra šuuw miʔ tiʔ gʲaɢad waχtinde.	в это время он свою болячку протирает рукойв то время когла туда сюда смотрел	kna_pears_sai_9.TextGrid	538
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	265.77705140335433	265.99656591551417	Ha aˤrie minowa ǯudɨ eda hɨɨd q'ʷaq'ɨ χɨl saˤjχaˤra šuuw miʔ tiʔ gʲaɢad waχtinde.	в это время он свою болячку протирает рукойв то время когла туда сюда смотрел	kna_pears_sai_9.TextGrid	538
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	boy	274.1501421686056	274.3564858100358	Tinʲa miʁ χukad q'aneq'la miʔ xibɨr [...] χɨnɨχ gehdirxʷara jüǯ kaldɨ sa ǯula q'ɨxdɨ kaldɨ ǯʷer kaʔdɨ kaldɨ.	оттуда сюда по деревом сюда появляются три мальчика такие как он чуть старше  сами младше были	kna_pears_sai_9.TextGrid	538
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯʷer	boys	275.65168688622265	275.89315284959844	Tinʲa miʁ χukad q'aneq'la miʔ xibɨr [...] χɨnɨχ gehdirxʷara jüǯ kaldɨ sa ǯula q'ɨxdɨ kaldɨ ǯʷer kaʔdɨ kaldɨ.	оттуда сюда по деревом сюда появляются три мальчика такие как он чуть старше  сами младше были	kna_pears_sai_9.TextGrid	538
kna	MED	INDEP	ANIM	protagonist	MED	Habišdɨ	boys	277.29839481778924	277.58815397384024	Habišdɨ χɨle, dülq'ed tupna q'ala kaldɨ šuwbɨr χani jiij.	у них в руках были мячик для игры..или что-то типо этого	kna_pears_sai_9.TextGrid	538
kna	DIST	INDEP	ANIM	protagonist	DIST	tinbɨr	boys	282.5452498395167	282.9974497345659	Seesamɨr ǯɨɨr tinbɨr jidq'ɨr bejda Jahmiš qɨɨr t'aka ara.	ничего не сказав (тихо) те подошли и собрали в карзину	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	mibɨr	boys	286.9226755749129	287.42316866263724	Ara iqixir, mibɨr q'üdhüra tiʔ.	собрав они уходят туда	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minuwdɨ	boy	293.96539839687824	294.3210119065771	Raˤq'na raˤq'na q'udhüga tiʔkalde q'ɨdxɨr gedirhema mi sabajnuwɨs miя minuwdɨ huq'lila ti xura hɨˤχɨˤga welisipedakan (t'a...) saʔ sitxud q'ʷak hagʷara.	по дороге, по дороге уходя чуть туда уходя один из них там его упавшую шапку после столкновения с камнем на велосипеде	kna_pears_sai_9.TextGrid	538
kna	DIST	INDEP	ANIM	secondary character	DIST	ti	boy1	294.8391534278663	295.06744852051247	Raˤq'na raˤq'na q'udhüga tiʔkalde q'ɨdxɨr gedirhema mi sabajnuwɨs miя minuwdɨ huq'lila ti xura hɨˤχɨˤga welisipedakan (t'a...) saʔ sitxud q'ʷak hagʷara.	по дороге, по дороге уходя чуть туда уходя один из них там его упавшую шапку после столкновения с камнем на велосипеде	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	minuw	boy	304.1563965950326	304.45054604132673	Mij q'irq'ɨr minuw haˤrnuwɨs sa-sa χɨˤr haga lepšura χɨˤrbɨˤr xa lešur mibɨr q'üdhüra.	сюда приодя  каждому по груше он только тогда берет и они уходят	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	mibɨr	boys	306.95303329809656	307.3393788394978	Mij q'irq'ɨr minuw haˤrnuwɨs sa-sa χɨˤr haga lepšura χɨˤrbɨˤr xa lešur mibɨr q'üdhüra.	сюда приодя  каждому по груше он только тогда берет и они уходят	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	mibɨr	boys	310.12325921664427	310.47009214585677	Q'ɨtxɨr mibɨr [...] mada ti χɨˤrbɨˤr kʲahaad edemi,	уходят они и опять тот человек который срывает груши	kna_pears_sai_9.TextGrid	538
kna	DIST	ADNOM	ANIM	protagonist	DIST_COMPLEX_NP	ti χɨˤrbɨˤr kʲahaad edemi	man	311.32180845303685	312.8364585869395	Q'ɨtxɨr mibɨr [...] mada ti χɨˤrbɨˤr kʲahaad edemi,	уходят они и опять тот человек который срывает груши	kna_pears_sai_9.TextGrid	538
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnimer	boys	315.64668070554507	316.1208320518102	ha waχtinde, ula saʔ saˤq'aˤbhüra mi χɨnimer tiʔ q'idid waχtinde.	в это время сверху вниз спускается в то время как мальчики проходят мимо	kna_pears_sai_9.TextGrid	538
